स्‍थान	r6
के	lwg__psp
गौरव	r6-k2
का	lwg__psp
वर्णन	pof
किया	main
है	lwg__vaux
।	rsym

कुशीनगर	r6
का	lwg__psp
सबसे	jjmod__intf
ज्‍यादा	nmod__adj
महत्‍व	k1
बौद्ध	nmod__adj
तीर्थ	k7
के	lwg__psp
रूप	lwg__psp
में	lwg__psp
है	main
।	rsym

1876	k7t
में	lwg__psp
यह	nmod__adj
स्‍थान	k1
एक	nmod__adj
बार	rbmod
फिर	adv
प्रकाश	k7
में	lwg__psp
आया	main
,	rsym
जब	k7t
तत्‍कालीन	nmod__adj
पुरातत्‍ववेत्‍ता	nmod
लॉर्ड	pof__cn
कर्निंघम	k1
ने	lwg__psp
महापरिनिर्वाण	pof__cn
मूर्ति	r6-k2
की	lwg__psp
खोज	pof
की	nmod__relc
।	rsym

आइए	rad
करें	main
सैर	pof
-	rsym

कुशीनगर	r6
की	lwg__psp
सीमा	k7p
में	lwg__psp
प्रवेश	pof
करते	vmod
ही	lwg__rp
भव्‍य	nmod__adj
प्रवेशद्वार	k1
आपका	r6-k2
स्वागत	pof
करता	main
है	lwg__vaux
।	rsym

इसके	k7t
बाद	lwg__psp
आम	nmod__adj
तौर	k7
पर	lwg__psp
पर्यटकों	r6
की	lwg__psp
निगाह	k1
महापरिनिर्वाण	pof__cn
मंदिर	rd
की	lwg__psp
ओर	lwg__psp
पड़ती	main
है	lwg__vaux
।	rsym

कुशीनगर	r6
का	lwg__psp
महत्‍व	k1
महापरिनिर्वाण	pof__cn
मंदिर	rh
से	lwg__psp
है	main
।	rsym

इस	nmod__adj
मंदिर	r6
का	lwg__psp
स्‍थापत्‍य	k1
अजंता	r6
की	lwg__psp
गुफाओं	k3
से	lwg__psp
प्रेरित	k1s
है	main
।	rsym

मंदिर	r6
के	lwg__psp
डाट	k1
हूबहू	adv
अजंता	r6
की	lwg__psp
गुफाओं	r6
के	lwg__psp
डाट	k1u
की	lwg__psp
तरह	lwg__psp
हैं	main
।	rsym

इस	nmod__adj
मंदिर	k7p
में	lwg__psp
भगवान	pof__cn
बुद्ध	r6
की	lwg__psp
लेटी	nmod__k1inv
हुई	lwg__vaux
(	rsym
भू	pof__cn
-	rsym
स्‍पर्श	pof__cn
मुद्रा	nmod
)	rsym
6	nmod__adj
मीटर	jjmod
लंबी	nmod
मूर्ति	k1
है	main
,	rsym
जो	k1
लाल	nmod__adj
बलुई	mod
मिट्टी	r6
की	lwg__psp
NULL	k1s
बनी	nmod__relc
है	lwg__vaux
।	rsym

यह	nmod__adj
मंदिर	k1
उसी	nmod__adj
स्‍थान	k7p
पर	lwg__psp
बनाया	main
गया	lwg__vaux
है	lwg__vaux_cont
,	rsym
जहाँ	k7p
से	lwg__psp
यह	nmod__adj
मूर्ति	k1
निकाली	nmod__relc
गई	lwg__vaux
थी	lwg__vaux_cont
।	rsym

मंदिर	r6
के	lwg__psp
पूर्व	nmod__adj
हिस्‍से	k7p
में	lwg__psp
एक	nmod__adj
स्‍तूप	k1
है	main
।	rsym

यहाँ	k7p
पर	lwg__psp
भगवान	pof__cn
बुद्ध	r6-k2
का	lwg__psp
अंतिम	nmod__adj
संस्‍कार	pof
किया	main
गया	lwg__vaux
था	lwg__vaux_cont
।	rsym

मूर्ति	k1
भी	lwg__rp
अजंता	r6
के	lwg__psp
भगवान	pof__cn
बुद्ध	r6
की	lwg__psp
महापरिनिर्वाण	pof__cn
मूर्ति	r6
की	lwg__psp
प्रतिकृति	k1s
है	main
।	rsym

वैसे	sent-adv
मूर्ति	r6
का	lwg__psp
काल	k1
अजंता	vmod
से	lwg__psp
पूर्व	lwg__psp
का	lwg__psp
है	main
।	rsym

इस	nmod__adj
मंदिर	k7p
के	lwg__psp
आसपास	lwg__psp
कई	nmod__adj
विहार	ccof
(	rsym
जहाँ	k7p
बौद्ध	nmod__adj
भिक्षु	k1
रहा	rs
करते	lwg__vaux
थे	lwg__vaux_cont
)	rsym
और	ccof
चैत्‍य	ccof
(	rsym
जहाँ	k7p
भिक्षु	k1
पूजा	pof
करते	ccof
थे	lwg__vaux
या	rs
ध्‍यान	pof
लगाते	ccof
थे	lwg__vaux
)	rsym
भग्‍नावशेष	ccof
और	k1
खंडहर	ccof
मौजूद	k1s
हैं	main
जो	k1
अशोककालीन	k1s
बताए	nmod__relc
जाते	lwg__vaux
हैं	lwg__vaux_cont
।	rsym

मंदिर	pof__cn
परिसर	k2
से	lwg__psp
लगा	nmod__k1inv
काफी	nmod__adj
बड़ा	nmod__adj
सा	lwg__rp
पार्क	k1
है	main
,	rsym
जहाँ	k7p
पर्यटकों	r6
का	lwg__psp
जमावड़ा	k1
लगा	nmod__relc
रहता	lwg__vaux
है	lwg__vaux_cont
।	rsym

वैसे	sent-adv
इस	nmod__adj
पूरे	nmod__adj
परिसर	k7p
में	lwg__psp
अलौकिक	nmod__adj
शांति	r6
का	lwg__psp
वातावरण	k1
है	main
।	rsym

महापरिनिर्वाण	pof__cn
मंदिर	nmod
से	lwg__psp
कुछ	nmod__adj
दूर	nmod
आगे	k7p
माथा	pof__cn
कुँवर	r6
का	lwg__psp
मंदिर	k1
है	main
।	rsym

इसके	r6
स्‍थानीय	nmod__adj
लोगों	k7
में	lwg__psp
भगवान	pof__cn
विष्‍णु	r6
के	lwg__psp
अवतार	k1
होने	r6
की	lwg__psp
मान्‍यता	k1
भी	lwg__rp
प्रचलित	k1s
है	main
।	rsym

इस	nmod__adj
मूर्ति	k1
के	lwg__psp
भी	lwg__rp
करीब	lwg__rp
पाँच	mod
सौ	nmod__adj
वर्ष	k7t
पुराना	k1s
होने	r6
का	lwg__psp
प्रमाण	k1
मिलता	main
है	lwg__vaux
।	rsym

माथा	pof__cn
कुँवर	r6
की	lwg__psp
मूर्ति	k1
काले	nmod__adj
पत्‍थर	k5
से	lwg__psp
बनी	main
है	lwg__vaux
।	rsym

इसकी	r6
ऊँचाई	k1
करीब	lwg__rp
तीन	nmod__adj
मीटर	k1s
है	main
।	rsym

मूर्ति	k1
भगवान	pof__cn
बुद्ध	r6
के	lwg__psp
बोधि	k2
प्राप्‍त	pof
करने	r6
से	lwg__psp
पूर्व	lwg__psp
की	lwg__psp
ध्‍यान	pof__cn
मुद्रा	k7
में	lwg__psp
है	main
।	rsym

यहाँ	k7p
बुद्ध	k1
चिरनिद्रा	k7
में	lwg__psp
हैं	main
-	rsym

भगवान	pof__cn
बुद्ध	r6
के	lwg__psp
महापरिनिर्वाण	k7t
के	lwg__psp
बाद	lwg__psp
16	nmod__adj
महाजनपदों	k7p
में	lwg__psp
उनकी	r6
अस्‍थियों	ccof
और	k4
भस्‍म	ccof
को	lwg__psp
बाँट	main
दिया	lwg__vaux
गया	lwg__vaux_cont
।	rsym

इन	nmod__adj
सभी	nmod__adj
स्‍थानों	k7p
पर	lwg__psp
इन	nmod__adj
भस्‍मों	ccof
और	k7p
अस्‍थियों	ccof
के	lwg__psp
ऊपर	lwg__psp
स्‍तूप	k2
बनाए	main
गए	lwg__vaux
।	rsym

कुशीनगर	jjmod
में	lwg__psp
मौजूद	nmod
रामाभार	r6
का	lwg__psp
स्‍तूप	k1
इन्‍हीं	k5
में	lwg__psp
से	lwg__psp
एक	k1s
है	main
।	rsym

करीब	lwg__rp
50	nmod__adj
फुट	jjmod
ऊँचे	nmod
इस	nmod__adj
स्‍तूप	k2
को	lwg__psp
मुकुट	pof__cn
बंधन	pof__cn
विहार	k2g
कहा	main
जाता	lwg__vaux
है	lwg__vaux_cont
।	rsym

हालाँकि	main
स्‍थानीय	nmod__adj
वाशिंदों	k7
में	lwg__psp
यह	k1
रामाभार	pof__cn
स्‍तूप	r6
के	lwg__psp
नाम	k2s
से	lwg__psp
ही	lwg__rp
आज	k7t
भी	lwg__rp
जाना	ccof
जाता	lwg__vaux
है	lwg__vaux_cont
।	rsym

महापरिनिर्वाण	nmod__adj
मंदिर	r6
के	lwg__psp
उत्तर	jjmod
में	lwg__psp
मौजूद	nmod
जापानी	nmod__adj
मंदिर	k1
अपने	r6
विशिष्‍ट	nmod__adj
वास्‍तु	rt
के	lwg__psp
लिए	lwg__psp
प्रसिद्ध	k1s
है	main
।	rsym

अर्द्धगोलाकर	nmod__adj
इस	nmod__adj
मंदिर	k7p
में	lwg__psp
भगवान	pof__cn
बुद्ध	r6
की	lwg__psp
अष्‍टधातु	r6
की	lwg__psp
मूर्ति	k1
है	main
।	rsym

मंदिर	k1
सुबह	nmod
10	rsp
से	lwg__psp
शाम	nmod
4	nmod__adj
बजे	k7t
तक	lwg__psp
दर्शनार्थियों	rt
के	lwg__psp
लिए	lwg__psp
खुला	main
रहता	lwg__vaux
है	lwg__vaux_cont
।	rsym

मंदिर	r6
के	lwg__psp
चार	nmod__adj
बड़े	nmod__adj
-	rsym
बड़े	pof__redup
द्वार	k1
हैं	main
,	rsym
जो	k1
सभी	nmod__adj
दिशाओं	rd
की	lwg__psp
ओर	lwg__psp
बनाए	nmod__relc
गए	lwg__vaux
हैं	lwg__vaux_cont
।	rsym

इस	nmod__adj
मंदिर	r6-k2
की	lwg__psp
देखरेख	pof
जापान	r6
की	lwg__psp
एक	nmod__adj
संस्‍था	rd
की	lwg__psp
ओर	lwg__psp
से	lwg__psp
की	main
जाती	lwg__vaux
है	lwg__vaux_cont
।	rsym

जापानी	nmod__adj
मंदिर	k7p
के	lwg__psp
ठीक	lwg__rp
सामने	lwg__psp
संग्रहालय	k1
है	main
।	rsym

इसमें	k7
बुद्धकालीन	nmod__adj
वस्‍तुएं	ccof
,	rsym
धातुएं	ccof
,	rsym
कुशीनगर	k7p
में	lwg__psp
खुदाई	k7t
के	lwg__psp
दौरान	lwg__psp
पाई	nmod__k1inv
गई	lwg__vaux
मूर्ति	ccof
,	rsym
सिक्‍के	ccof
,	k2
बर्तन	ccof
आदि	lwg__rp
रखे	main
गए	lwg__vaux
हैं	lwg__vaux_cont
।	rsym

इसके	sent-adv
साथ	lwg__psp
ही	lwg__rp
मथुरा	ccof
और	nmod
गांधार	ccof
शैली	r6
की	lwg__psp
दुर्लभ	nmod__adj
मूर्तियाँ	k1
भी	lwg__rp
यहाँ	k7p
देखने	rt
को	lwg__psp
मिलेंगी	main
।	rsym

मंदिर	k7p
में	lwg__psp
थाई	nmod__adj
शैली	r6
की	lwg__psp
भगवान	pof__cn
बुद्ध	r6
की	lwg__psp
अष्‍टधातु	r6
की	lwg__psp
मूर्ति	k1
है	main
।	rsym

मंदिर	r6
का	lwg__psp
वास्‍तु	k1
थाईलैंड	r6
के	lwg__psp
मंदिरों	k1u
जैसा	lwg__psp
ही	lwg__rp
है	main
।	rsym

इसकी	r6
संरक्षिका	k1
थाईलैंड	r6
की	lwg__psp
राजकुमारी	k1s
हैं	main
।	rsym

मंदिर	r6
के	lwg__psp
शीर्ष	k7p
पर	lwg__psp
सोने	r6
की	lwg__psp
परत	k2
लगाई	main
गई	lwg__vaux
है	lwg__vaux_cont
।	rsym

वाट	pof__cn
थाई	pof__cn
मंदिर	main
-	rsym

वर्तमान	k7t
में	lwg__psp
सबसे	nmod__adj
आकर्षण	r6
का	lwg__psp
केंद्र	k1
यहाँ	k7p
पर	lwg__psp
हाल	jjmod
ही	lwg__rp
में	lwg__psp
निर्मित	nmod
वाट	pof__cn
थाई	pof__cn
मंदिर	k1s
है	main
।	rsym

मंदिर	r6-k2
का	lwg__psp
निर्माण	pof
थाईलैंड	pof__cn
सरकार	k3
के	lwg__psp
सौजन्‍य	lwg__psp
से	lwg__psp
किया	main
गया	lwg__vaux
है	lwg__vaux_cont
।	rsym

सफेद	nmod__adj
पत्‍थरों	k3
से	lwg__psp
बने	nmod__k1inv
इस	nmod__adj
मंदिर	r6
के	lwg__psp
दो	nmod__adj
तल	k1
हैं	main
।	rsym

निचला	nmod__adj
तल	k1
बौद्ध	nmod__adj
भिक्षुओं	r6
के	lwg__psp
ध्‍यान	ccof
और	rt
साधना	ccof
के	lwg__psp
लिए	lwg__psp
है	ccof
,	rsym
NULL	main
वहीं	sent-adv
दूसरा	nmod__adj
ऊपरी	nmod__adj
तल	k1
सभी	nmod__adj
पर्यटकों	rt
के	lwg__psp
लिए	lwg__psp
खुला	k1s
है	ccof
।	rsym

इस	nmod__adj
मंदिर	k7p
में	lwg__psp
थाई	nmod__adj
शैली	r6
की	lwg__psp
भगवान	pof__cn
बुद्ध	r6
की	lwg__psp
अष्‍टधातु	r6
की	lwg__psp
मूर्ति	k1
है	main
।	rsym

मंदिर	r6
का	lwg__psp
वास्‍तु	k1
थाईलैंड	r6
के	lwg__psp
मंदिरों	k1u
जैसा	lwg__psp
ही	lwg__rp
है	main
।	rsym

इसकी	r6
संरक्षिका	k1
थाईलैंड	r6
की	lwg__psp
राजकुमारी	k1s
हैं	main
।	rsym

मंदिर	r6
के	lwg__psp
शीर्ष	k7p
पर	lwg__psp
सोने	r6
की	lwg__psp
परत	k2
लगाई	main
गई	lwg__vaux
है	lwg__vaux_cont
।	rsym

पौधों	r6
का	lwg__psp
विशेष	nmod__adj
आकार	k1
भी	lwg__rp
पर्यटकों	k2
को	lwg__psp
अपनी	rd
ओर	lwg__psp
खींचता	main
है	lwg__vaux
।	rsym

मंदिर	pof__cn
परिसर	jjmod
में	lwg__psp
मौजूद	nmod
चैत्‍य	k1
सभी	r6
के	lwg__psp
आकर्षण	r6
का	lwg__psp
केंद्र	k1s
बन	main
जाता	lwg__vaux
है	lwg__vaux_cont
।	rsym

लोग	k1
बरबस	adv
इस	nmod__adj
सोने	r6
की	lwg__psp
परत	k2
चढ़े	nmod__k1inv
चैत्‍य	ras-k1
के	lwg__psp
साथ	lwg__psp
फोटो	k2
खींचना	k2
चाहते	main
हैं	lwg__vaux
।	rsym

कुशीनगर	r6
के	lwg__psp
विस्‍तार	vmod
के	lwg__psp
साथ	lwg__psp
ही	lwg__rp
यहाँ	k7p
पर	lwg__psp
सबसे	jjmod__intf
अधिक	k1s
बनाए	nmod__k2inv
गए	lwg__vaux
मंदिरों	k5
में	lwg__psp
से	lwg__psp
एक	nmod__adj
चीनी	nmod__adj
मंदिर	k1
है	main
।	rsym

मंदिर	k7p
में	lwg__psp
भगवान	pof__cn
बुद्ध	r6
की	lwg__psp
मूर्ति	k1
अपने	r6
पूरे	nmod__adj
स्‍वरूप	k7
में	lwg__psp
चीनी	k1s
लगती	main
है	lwg__vaux
।	rsym

इसकी	r6
दीवारों	k7p
पर	lwg__psp
जातक	pof__cn
कथाओं	jjmod
से	lwg__psp
संबंधित	nmod
पेंटिंग	k1
अत्‍यंत	jjmod__intf
ही	lwg__rp
आकर्षक	k1s
है	main
।	rsym

मंदिर	k7p
के	lwg__psp
बाहर	lwg__psp
सुंदर	nmod__adj
फव्वारा	k1
है	main
।	rsym

महापरिनिर्वाण	nmod__adj
मंदिर	k7t
से	lwg__psp
पहले	lwg__psp
बीच	lwg__psp
तालाब	k7p
में	lwg__psp
बना	nmod__k1inv
भगवान	pof__cn
बुद्ध	r6
का	lwg__psp
मंदिर	ccof
और	k1
इसके	k7p
सामने	lwg__psp
बना	nmod__k1inv
विशाल	nmod__adj
पगोडा	ccof
पर्यटकों	r6
के	lwg__psp
आकर्षण	r6
का	lwg__psp
केंद्र	k1s
है	main
।	rsym

जल	pof__cn
मंदिर	k2p
तक	lwg__psp
जाने	rt
के	lwg__psp
लिए	lwg__psp
तालाब	k7p
के	lwg__psp
ऊपर	lwg__psp
पुल	r6-k2
का	lwg__psp
निर्माण	pof
किया	main
गया	lwg__vaux
है	lwg__vaux_cont
।	rsym

इसमें	k7
कछुओं	ccof
और	ras-k2
बतख	ccof
के	lwg__psp
साथ	lwg__psp
ही	lwg__rp
मछलियों	k2
को	lwg__psp
अठखेलियाँ	pof
करते	vmod
देखना	k2
बहुत	nmod__adj
अच्‍छा	pof
लगता	main
है	lwg__vaux
।	rsym

ठीक	lwg__rp
सामने	jjmod
मौजूद	nmod
पगोडा	k7p
के	lwg__psp
ऊपर	lwg__psp
बँधी	nmod__k1inv
घंटियाँ	k1
सुरम्‍य	ccof
और	nmod
शांत	ccof
वातावरण	k7
में	lwg__psp
जब	k7t
बजती	nmod__relc
हैं	lwg__vaux
तो	k7t
लगता	main
है	lwg__vaux
कि	k2
ये	k1
सभी	nmod__adj
दिशाओं	k7
में	lwg__psp
अहिंसा	ccof
और	r6-k2
प्रेम	ccof
का	lwg__psp
संदेश	pof
दे	ccof
रहीं	lwg__vaux
हों	lwg__vaux_cont
।	rsym

जलमंदिर	k7p
के	lwg__psp
सामने	lwg__psp
भगवान	pof__cn
शिव	jjmod
को	lwg__psp
समर्पित	nmod
बिरला	nmod__adj
मंदिर	k1
मौजूद	k1s
है	main
।	rsym

दक्षिण	pof__cn
भारतीय	pof__cn
शैली	k7
में	lwg__psp
बने	nmod__k1inv
इस	nmod__adj
मंदिर	k7p
में	lwg__psp
शिव	r6
की	lwg__psp
ध्‍यान	pof__cn
मुद्रा	k7
में	lwg__psp
सफेद	nmod__adj
संगमरमर	r6
की	lwg__psp
मूर्ति	k1
है	main
।	rsym

इसके	r6
बगल	k7p
में	lwg__psp
ही	lwg__rp
बिरला	nmod__adj
धर्मशाला	k1
है	main
।	rsym

कैसे	adv
पहुँचें	main
?	rsym

कुशीनगर	k1
गोरखपुर	k5
से	lwg__psp
52	nmod__adj
किलोमीटर	r6
की	lwg__psp
दूरी	k7p
पर	lwg__psp
नेशनल	pof__cn
हाईवे	pof__cn
नं	pof__cn
28	k7p
पर	lwg__psp
स्‍थित	k1s
है	main
।	rsym

यहाँ	k7p
पहुँचने	rt
के	lwg__psp
लिए	lwg__psp
सबसे	jjmod__intf
नजदीकी	nmod__adj
रेलवे	pof__cn
स्‍टेशन	k1
गोरखपुर	pof__cn
रेलवे	pof__cn
जंक्‍शन	k1s
है	main
।	rsym

गोरखपुर	k5
से	lwg__psp
हर	nmod__adj
घंटे	k7t
कुशीनगर	rt
(	rsym
कसया	rs
)	rsym
के	fragof
लिए	mod
बसें	k1
मिलती	main
रहती	lwg__vaux
हैं	lwg__vaux_cont
।	rsym

गोरखपुर	k5
से	lwg__psp
देश	r6
के	lwg__psp
लगभग	lwg__rp
सभी	nmod__adj
प्रमुख	nmod__adj
शहरों	rt
के	lwg__psp
लिए	lwg__psp
ट्रेन	r6
की	lwg__psp
सुविधा	k1
उपलब्‍ध	k1s
है	main
।	rsym

इसके	sent-adv
साथ	lwg__psp
ही	lwg__rp
गोरखपुर	k5
से	lwg__psp
दिल्‍ली	ccof
,	rsym
मुंबई	ccof
और	rt
कोलकाता	ccof
के	lwg__psp
लिए	lwg__psp
हवाई	nmod__adj
सुविधा	k1
भी	lwg__rp
उपलब्‍ध	k1s
है	main
।	rsym

दिल्‍ली	ccof
और	k5
लखनऊ	ccof
से	lwg__psp
पर्यटन	pof__cn
विभाग	rd
की	lwg__psp
ओर	lwg__psp
से	lwg__psp
भी	lwg__rp
विदेशी	ccof
और	nmod
घरेलू	ccof
पर्यटकों	rt
के	lwg__psp
लिए	lwg__psp
वाहन	ccof
और	r6-k2
रहने	ccof
की	lwg__psp
व्‍यवस्‍था	pof
की	main
जाती	lwg__vaux
है	lwg__vaux_cont
।	rsym

कहाँ	k7p
ठहरें	main
?	rsym

कुशीनगर	k7p
में	lwg__psp
सैलानियों	k1
के	lwg__psp
ठहरने	rt
के	lwg__psp
लिए	lwg__psp
हर	nmod__adj
श्रेणी	r6
के	lwg__psp
आरामदायक	nmod__adj
होटल	k1
मौजूद	k1s
हैं	main
।	rsym

यहाँ	k7p
लोटस	ccof
,	rsym
निक्‍को	nmod__adj
होटल	ccof
,	rsym
होटल	nmod__adj
रेसीडेंसी	ccof
और	k7p
पथिक	pof__cn
निवास	ccof
में	lwg__psp
ठहरने	rt
के	lwg__psp
लिए	lwg__psp
बेहतर	pof
होगा	main
कि	k1
पहले	k7t
से	lwg__psp
बुकिंग	pof
करवा	ccof
ली	lwg__vaux
जाए	lwg__vaux_cont
।	rsym

इनमें	nmod
से	lwg__psp
पथिक	pof__cn
निवास	k1
उत्तरप्रदेश	pof__cn
पर्यटन	pof__cn
विकास	pof__cn
निगम	rd
की	lwg__psp
ओर	lwg__psp
से	lwg__psp
संचालित	pof
होता	main
है	lwg__vaux
।	rsym

वहीं	sent-adv
धर्मशालाओं	k7p
में	lwg__psp
भी	lwg__rp
साल	k7t
भर	lwg__rp
भीड़	k1
रहती	main
है	lwg__vaux
।	rsym

इसमें	k7
बिरला	nmod__adj
धर्मशाला	ccof
और	k1
बुद्ध	nmod__adj
धर्मशाला	ccof
प्रमुख	k1s
हैं	main
।	rsym

इसके	vmod
अलावा	lwg__psp
अलग	nmod__adj
-	rsym
अलग	pof__redup
देशों	r6
के	lwg__psp
मंदिरों	r6
की	lwg__psp
धर्मशाला	k1
भी	lwg__rp
हैं	main
।	rsym

बौद्ध	nmod__adj
भिक्षुओं	rt
के	lwg__psp
लिए	lwg__psp
कुछ	nmod__adj
मंदिरों	k7p
में	lwg__psp
विहार	r6
की	lwg__psp
व्‍यवस्‍था	k1
है	main
।	rsym

युग	pof__cn
-	rsym
युगांतर	k7t
से	lwg__psp
उत्तराखंड	k1
भारतीयों	rt
के	lwg__psp
लिए	lwg__psp
आध्यात्मिक	nmod__adj
शरणस्थल	ccof
और	k1s
शांति	pof__cn
प्रदाता	ccof
रहा	main
है	lwg__vaux
।	rsym

प्रागैतिहासिक	nmod__adj
काल	k5
से	lwg__psp
ऋषि	pof__cn
-	rsym
मुनियों	ccof
और	k2
साधक	ccof
,	rsym
परिव्राजकों	ccof
को	lwg__psp
यह	k1
आकर्षित	pof
करता	main
आ	lwg__vaux
रहा	lwg__vaux_cont
है	lwg__vaux_cont
।	rsym

हिमालय	k1
प्रकृति	r6
का	lwg__psp
महामंदिर	k1s
है	main
।	rsym

यहाँ	k7p
केदारनाथ	nmod__adj
तीर्थ	k1
उत्तराखंड	r6
का	lwg__psp
महत्वपूर्ण	nmod__adj
स्थल	k1s
है	main
।	rsym

यहाँ	k7p
जाते	k7t
समय	lwg__psp
पैरों	k7p
के	lwg__psp
नीचे	lwg__psp
यत्र	mod
-	rsym
तत्र	k7p
हिम	pof__cn
राशि	k1
खिसकती	k1s
दिखाई	main
पड़ती	lwg__vaux
है	lwg__vaux_cont
।	rsym

बर्फ	k7p
के	lwg__psp
पास	lwg__psp
ही	lwg__rp
अत्यंत	jjmod__intf
मादक	nmod__adj
सुगंध	nmod
वाले	lwg__psp
सिरंगा	nmod__adj
पुष्पकुंज	k1
मिलने	main
लगते	lwg__vaux
हैं	lwg__vaux_cont
।	rsym

इनके	k1
समाप्त	pof
होने	k7t
पर	lwg__psp
हरी	nmod__adj
बुग्याल	nmod
'	rsym
दूब	k1
'	rsym
मिलती	main
है	lwg__vaux
।	rsym

इसके	k7t
पश्चात	lwg__psp
केदारनाथ	r6
का	lwg__psp
हिमनद	ccof
और	k1
उससे	k5
निकलने	nmod
वाली	lwg__psp
मंदाकिनी	ccof
अपने	k7
में	lwg__psp
असंख्य	nmod__adj
पाषाण	pof__cn
खंडों	k2
को	lwg__psp
फोड़कर	vmod
निकले	nmod__k1inv
झरनों	ccof
और	r6
फव्वारों	ccof
के	lwg__psp
जल	k2
को	lwg__psp
समेटे	vmod
उद्दाम	nmod__adj
गति	adv
से	lwg__psp
प्रवाहित	pof
होती	k1
दिखाई	main
देती	lwg__vaux
है	lwg__vaux_cont
।	rsym

इन	nmod__adj
सबके	k7p
ऊपर	lwg__psp
केदारनाथ	r6
का	lwg__psp
6	mod
हजार	mod
940	nmod__adj
मीटर	jjmod
ऊँचा	nmod
हिमशिखर	k1
ऐसा	adv
दिखाई	main
देता	lwg__vaux
है	lwg__vaux_cont
,	rsym
मानो	adv
स्वर्ग	k7p
में	lwg__psp
रहने	nmod
वाले	lwg__vaux
देवताओं	r6
का	lwg__psp
मृत्युलोक	k2
को	lwg__psp
झाँकने	r6
का	lwg__psp
यह	k1
झरोखा	k1s
हो	rbmod__relc
।	rsym

ऋषिकेश	nmod
से	lwg__psp
केदारनाथ	r6
की	lwg__psp
दूरी	k1
223	nmod__adj
किमी	k1s
है	main
,	rsym
जिसमें	k7
अंतिम	nmod__adj
दस	nmod__adj
किमी	r6
का	lwg__psp
अंश	k1
जो	k1
गौरीकुंड	k5
से	lwg__psp
केदारनाथ	k1s
है	nmod__relc
वह	k1s
पैदल	ccof
,	rsym
घोड़े	ccof
या	k3
पालकी	ccof
से	lwg__psp
जाना	nmod__relc
पड़ता	lwg__vaux
है	lwg__vaux_cont
।	rsym

दूसरा	nmod__adj
मार्ग	k1
रानीखेत	ccof
,	rsym
कर्णप्रयाग	ccof
,	rsym
चमोली	ccof
,	rsym
ऊखीमठ	ccof
,	rsym
NULL	nmod
गुप्त	pof__cn
काशी	ccof
से	lwg__psp
केदारनाथ	r6
का	lwg__psp
है	main
।	rsym

यह	k1
उत्तराखंड	r6
का	lwg__psp
सबसे	jjmod__intf
विशाल	nmod__adj
शिव	nmod__adj
मंदिर	k1s
है	main
,	rsym
जो	k2
कटवाँ	nmod__adj
पत्थरों	r6
के	lwg__psp
विशाल	nmod__adj
शिलाखंडों	k2
को	lwg__psp
जोड़कर	vmod
बनाया	nmod__relc
गया	lwg__vaux
है	lwg__vaux_cont
।	rsym

ये	nmod__adj
शिलाखंड	k1
भूरे	nmod__adj
रंग	r6
के	lwg__psp
हैं	main
।	rsym

मंदिर	k1
लगभग	lwg__rp
6	nmod__adj
फुट	jjmod
ऊँचे	nmod
चबूतरे	k7p
